Connected to Kafka server and listening to topic 'emoji_stream'...
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏆', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🔥', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '❤️', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🏏', 'timestamp': '2024-11-22 11:27:02'}
{'user_id': 'c1', 'emoji_type': '🎉', 'timestamp': '2024-11-22 11:27:02'}
